,KC Fed Model-Based Natural Rate of Interest,,,KC Fed Model-Based Natural Unemployment Rate,,
Date,Point Estimate,Lower (68%),Upper (68%),Point Estimate,Lower (68%),Upper (68%)
"1966-07-01"," 1.914930888"," 0.911484960","2.8154864","4.619407","3.608281"," 5.671554"
"1966-08-01"," 1.921777672"," 0.968890650","2.7891803","4.615027","3.648974"," 5.617351"
"1966-09-01"," 1.958249906"," 0.962979778","2.8462494","4.544984","3.516863"," 5.575726"
"1966-10-01"," 1.944492149"," 0.941348076","2.8376618","4.563532","3.534593"," 5.611014"
"1966-11-01"," 1.987480196"," 1.002460512","2.8750513","4.499167","3.459950"," 5.519802"
"1966-12-01"," 2.010782327"," 1.019247971","2.8862824","4.433382","3.367635"," 5.434779"
"1967-01-01"," 2.077215085"," 1.164468282","2.8946467","4.338393","3.318008"," 5.209263"
"1967-02-01"," 2.087911036"," 1.185044724","2.9030803","4.336464","3.319395"," 5.201268"
"1967-03-01"," 2.174744556"," 1.262479973","3.0083494","4.212027","3.125967"," 5.055731"
"1967-04-01"," 2.240955578"," 1.249375179","3.1429843","4.102715","2.874081"," 5.004526"
"1967-05-01"," 2.197945761"," 1.243380550","3.0769144","4.181339","3.028130"," 5.077888"
"1967-06-01"," 2.133920212"," 1.196545538","2.9891860","4.278698","3.185615"," 5.170558"
"1967-07-01"," 2.130880959"," 1.138358829","3.0253695","4.282569","3.134361"," 5.249895"
"1967-08-01"," 2.085039994"," 1.083165517","2.9891726","4.350471","3.216212"," 5.354301"
"1967-09-01"," 2.065436099"," 1.028823735","2.9877556","4.378119","3.219190"," 5.439728"
"1967-10-01"," 2.023825211"," 0.984261592","2.9366581","4.433286","3.289653"," 5.505726"
"1967-11-01"," 1.988612869"," 0.977585697","2.8915218","4.510842","3.412442"," 5.608931"
"1967-12-01"," 1.981403703"," 1.024843505","2.8647493","4.542724","3.499441"," 5.606280"
"1968-01-01"," 1.973299137"," 0.961896391","2.9004451","4.553152","3.445134"," 5.708977"
"1968-02-01"," 1.986898663"," 0.950247293","2.9248261","4.523609","3.371032"," 5.697988"
"1968-03-01"," 1.964870755"," 0.933350458","2.9098897","4.571846","3.432134"," 5.782359"
"1968-04-01"," 1.911686333"," 0.894920201","2.8558693","4.682242","3.576410"," 5.930176"
"1968-05-01"," 1.880286105"," 0.877423635","2.8109661","4.723650","3.648972"," 5.975349"
"1968-06-01"," 1.895246300"," 0.903856905","2.7884833","4.686189","3.609597"," 5.887804"
"1968-07-01"," 1.941572720"," 1.002642703","2.8044977","4.631765","3.576032"," 5.751065"
"1968-08-01"," 1.969306424"," 1.030254946","2.8468381","4.616892","3.538781"," 5.753792"
"1968-09-01"," 2.047686038"," 1.097527835","2.9484994","4.512401","3.375619"," 5.637695"
"1968-10-01"," 1.995625315"," 1.042199383","2.8995943","4.602587","3.482638"," 5.766899"
"1968-11-01"," 2.016252777"," 1.070580534","2.9091551","4.585653","3.454336"," 5.732392"
"1968-12-01"," 1.989621245"," 1.094125997","2.8461816","4.645689","3.577735"," 5.741419"
"1969-01-01"," 1.939426944"," 1.034818862","2.7871777","4.726062","3.681306"," 5.848787"
"1969-02-01"," 1.866011464"," 0.985853370","2.7001397","4.846071","3.852500"," 5.983370"
"1969-03-01"," 1.801763580"," 0.875578966","2.6587135","4.943137","3.926090"," 6.177213"
"1969-04-01"," 1.686092026"," 0.746267787","2.5459586","5.119283","4.139753"," 6.428110"
"1969-05-01"," 1.452484493"," 0.378705591","2.3789503","5.476529","4.474072"," 7.065981"
"1969-06-01"," 1.480344197"," 0.475311923","2.3527437","5.423424","4.472956"," 6.890976"
"1969-07-01"," 1.545317106"," 0.573814796","2.3903633","5.315614","4.360651"," 6.709778"
"1969-08-01"," 1.460259620"," 0.474390316","2.3027264","5.452765","4.527862"," 6.898379"
"1969-09-01"," 1.422153462"," 0.444821120","2.2430995","5.488894","4.582283"," 6.913099"
"1969-10-01"," 1.423033138"," 0.450319774","2.2415914","5.483725","4.575627"," 6.907292"
"1969-11-01"," 1.493601147"," 0.546902883","2.3023532","5.395970","4.480076"," 6.752622"
"1969-12-01"," 1.446457252"," 0.473448351","2.2666758","5.462364","4.534771"," 6.868194"
"1970-01-01"," 1.398031975"," 0.454252787","2.1791625","5.513865","4.638521"," 6.876681"
"1970-02-01"," 1.282077530"," 0.289615573","2.0796763","5.655332","4.773508"," 7.111200"
"1970-03-01"," 1.522918738"," 0.705823759","2.2088214","5.292171","4.472129"," 6.384150"
"1970-04-01"," 1.247183915"," 0.270349309","2.0183358","5.686664","4.823128"," 7.092009"
"1970-05-01"," 1.252378076"," 0.299249412","2.0010347","5.670064","4.827117"," 7.038038"
"1970-06-01"," 1.294547615"," 0.382442824","2.0196548","5.611272","4.786610"," 6.905212"
"1970-07-01"," 1.352561246"," 0.479456885","2.0608776","5.520457","4.699693"," 6.739907"
"1970-08-01"," 1.426275184"," 0.594132784","2.1016570","5.422592","4.613389"," 6.535170"
"1970-09-01"," 1.387944239"," 0.531931094","2.0735324","5.461809","4.635451"," 6.613098"
"1970-10-01"," 1.279829382"," 0.343596822","2.0181652","5.613170","4.732457"," 6.915184"
"1970-11-01"," 1.287489166"," 0.329391750","2.0285574","5.580142","4.666423"," 6.888881"
"1970-12-01"," 1.360280185"," 0.409353138","2.1042982","5.472810","4.521537"," 6.735185"
"1971-01-01"," 1.581163438"," 0.689307363","2.3278075","5.187198","4.184967"," 6.304092"
"1971-02-01"," 1.658998719"," 0.787774306","2.4165580","5.094577","4.066942"," 6.168688"
"1971-03-01"," 1.638919538"," 0.812663943","2.3609227","5.135109","4.175557"," 6.164541"
"1971-04-01"," 1.555035007"," 0.739348838","2.2655854","5.277018","4.376326"," 6.344009"
"1971-05-01"," 1.461430179"," 0.619769025","2.1809907","5.414582","4.524771"," 6.553825"
"1971-06-01"," 1.475375017"," 0.648109400","2.1852047","5.396901","4.517185"," 6.514781"
"1971-07-01"," 1.402015203"," 0.563154552","2.1088403","5.499908","4.644926"," 6.669182"
"1971-08-01"," 1.440017961"," 0.700216071","2.0812839","5.443154","4.696498"," 6.447522"
"1971-09-01"," 1.536639339"," 0.865080916","2.1368475","5.317738","4.617571"," 6.191760"
"1971-10-01"," 1.707122509"," 1.082502495","2.2894287","5.095972","4.385667"," 5.839390"
"1971-11-01"," 1.681712910"," 1.062430692","2.2510434","5.120187","4.434347"," 5.848830"
"1971-12-01"," 1.779923925"," 1.135062313","2.3827088","4.982194","4.207073"," 5.708743"
"1972-01-01"," 1.814033788"," 1.110404988","2.4759537","4.951602","4.069529"," 5.762890"
"1972-02-01"," 1.823849745"," 1.114447532","2.4975497","4.951954","4.050431"," 5.779005"
"1972-03-01"," 1.630174141"," 0.959008017","2.2532485","5.236914","4.479002"," 6.082390"
"1972-04-01"," 1.591172430"," 0.923611757","2.2178946","5.303460","4.562819"," 6.172021"
"1972-05-01"," 1.599646242"," 0.937688321","2.2193409","5.293981","4.567156"," 6.143613"
"1972-06-01"," 1.558887779"," 0.910030528","2.1747122","5.351645","4.656425"," 6.203477"
"1972-07-01"," 1.549269744"," 0.893505901","2.1774524","5.376262","4.673039"," 6.247205"
"1972-08-01"," 1.489623450"," 0.822877110","2.1240927","5.472109","4.779309"," 6.389731"
"1972-09-01"," 1.521960924"," 0.845052435","2.1708169","5.430023","4.694363"," 6.360268"
"1972-10-01"," 1.570952150"," 0.946429603","2.1709444","5.359154","4.692464"," 6.176110"
"1972-11-01"," 1.622481527"," 0.987194519","2.2452636","5.306483","4.594443"," 6.144828"
"1972-12-01"," 1.539796934"," 0.862456724","2.1994984","5.442827","4.703213"," 6.380936"
"1973-01-01"," 1.536160138"," 0.850143990","2.2024935","5.478212","4.753639"," 6.448655"
"1973-02-01"," 1.284910804"," 0.443272916","2.0441566","5.847433","5.039351"," 7.162452"
"1973-03-01"," 1.186723970"," 0.259886456","2.0018985","5.999148","5.118202"," 7.481260"
"1973-04-01"," 1.108173777"," 0.111686012","1.9731069","6.101497","5.125482"," 7.713950"
"1973-05-01"," 0.965064166","-0.153507821","1.9064691","6.325019","5.276737"," 8.173765"
"1973-06-01"," 0.835565347","-0.401722559","1.8462136","6.521461","5.388530"," 8.600640"
"1973-07-01"," 0.425304920","-1.282718688","1.6778136","7.187748","5.738158","10.112897"
"1973-08-01"," 0.568363540","-0.954871939","1.7220090","6.942832","5.608688"," 9.555975"
"1973-09-01"," 0.554347620","-0.962631879","1.7094194","6.956422","5.611540"," 9.579377"
"1973-10-01"," 0.880348340","-0.317146243","1.8543970","6.452921","5.317949"," 8.464722"
"1973-11-01"," 0.785040211","-0.475943526","1.7818703","6.581437","5.398026"," 8.707647"
"1973-12-01"," 0.698208268","-0.635859783","1.7329564","6.693188","5.453962"," 8.939647"
"1974-01-01"," 0.702343346","-0.589916030","1.7224659","6.654922","5.439263"," 8.837602"
"1974-02-01"," 0.845833697","-0.357097854","1.8118399","6.427374","5.220054"," 8.393965"
"1974-03-01"," 0.543332531","-0.930027690","1.7013742","6.892052","5.453118"," 9.367761"
"1974-04-01"," 0.132189579","-1.719718395","1.5177500","7.509171","5.786924","10.665884"
"1974-05-01","-0.195453902","-2.374640596","1.3969974","7.986088","5.977324","11.735047"
"1974-06-01","-0.401313954","-2.750150635","1.3007405","8.240270","6.062016","12.279321"
"1974-07-01","-0.606966902","-3.133457747","1.1868920","8.502791","6.211836","12.837586"
"1974-08-01","-0.199331817","-2.381191769","1.3815689","7.877099","5.784811","11.505814"
"1974-09-01","-0.060576242","-2.111164623","1.4169275","7.632932","5.655277","10.987815"
"1974-10-01"," 0.365796187","-1.377821481","1.6651171","7.001388","5.211817"," 9.728382"
"1974-11-01"," 0.421218493","-1.201628396","1.6266436","6.872975","5.214232"," 9.383899"
"1974-12-01"," 0.588022770","-0.897797663","1.6963855","6.586721","5.047371"," 8.822054"
"1975-01-01"," 0.822469941","-0.504010839","1.8329178","6.187341","4.729259"," 8.057954"
"1975-02-01"," 0.974090050","-0.307268886","1.9920824","5.978565","4.488279"," 7.728443"
"1975-03-01"," 1.062627966","-0.131151796","2.0372822","5.840326","4.410036"," 7.430213"
"1975-04-01"," 0.972753494","-0.168167122","1.8891553","6.007675","4.708209"," 7.570853"
"1975-05-01"," 1.064391308"," 0.002361658","1.9409812","5.891933","4.655704"," 7.339250"
"1975-06-01"," 0.927917523","-0.136422661","1.8070016","6.166418","5.021295"," 7.696709"
"1975-07-01"," 0.727279981","-0.435870684","1.6872684","6.535415","5.338213"," 8.302957"
"1975-08-01"," 0.928521101","-0.077195483","1.7953408","6.256189","5.185466"," 7.750307"
"1975-09-01"," 0.797135019","-0.276122972","1.7192506","6.464281","5.351186"," 8.118595"
"1975-10-01"," 0.875694972","-0.153212560","1.7623087","6.346050","5.262760"," 7.907807"
"1975-11-01"," 0.922604351","-0.125630538","1.8382097","6.295449","5.157969"," 7.862823"
"1975-12-01"," 0.860060394","-0.213981894","1.8147874","6.431428","5.276370"," 8.081166"
"1976-01-01"," 1.035248556"," 0.036063709","1.9534179","6.204835","5.088066"," 7.687945"
"1976-02-01"," 1.143443254"," 0.213595475","2.0287262","6.075897","5.002177"," 7.437354"
"1976-03-01"," 1.166676799"," 0.290571873","2.0060142","6.058393","5.076836"," 7.347350"
"1976-04-01"," 1.178812682"," 0.329355665","1.9851212","6.030898","5.088720"," 7.259896"
"1976-05-01"," 1.120033414"," 0.236181636","1.9685590","6.183504","5.241743"," 7.505769"
"1976-06-01"," 1.113550100"," 0.243128996","1.9384244","6.171048","5.264363"," 7.460915"
"1976-07-01"," 1.067486415"," 0.150060586","1.9222803","6.240919","5.287732"," 7.605669"
"1976-08-01"," 0.974975784","-0.014667813","1.9057538","6.435758","5.414091"," 7.956081"
"1976-09-01"," 1.041392075"," 0.048533889","2.0005124","6.380895","5.318686"," 7.885319"
"1976-10-01"," 1.089355734"," 0.122437341","2.0459442","6.324024","5.272538"," 7.771763"
"1976-11-01"," 1.120439077"," 0.169713482","2.0668341","6.304913","5.284092"," 7.718646"
"1976-12-01"," 1.143856353"," 0.189435998","2.1179326","6.323697","5.284257"," 7.752178"
"1977-01-01"," 1.198946885"," 0.223710034","2.2274972","6.348993","5.262841"," 7.815242"
"1977-02-01"," 1.194021273"," 0.207168098","2.2621997","6.396190","5.289392"," 7.916710"
"1977-03-01"," 1.374180416"," 0.461617751","2.3713216","6.134231","5.080294"," 7.461231"
"1977-04-01"," 1.481170795"," 0.578232231","2.4887942","6.025247","4.954551"," 7.320049"
"1977-05-01"," 1.424407486"," 0.497688661","2.5106400","6.241249","5.172293"," 7.651846"
"1977-06-01"," 1.419079826"," 0.476014755","2.5177753","6.270582","5.192596"," 7.704751"
"1977-07-01"," 1.532200410"," 0.583716278","2.6546041","6.172877","5.050538"," 7.599213"
"1977-08-01"," 1.459386171"," 0.517393673","2.6171262","6.358013","5.283553"," 7.834191"
"1977-09-01"," 1.514579501"," 0.606474708","2.6633491","6.313414","5.281249"," 7.742301"
"1977-10-01"," 1.490066011"," 0.569446271","2.7001633","6.423781","5.392748"," 7.914193"
"1977-11-01"," 1.546217013"," 0.643919625","2.7340649","6.351562","5.324261"," 7.792128"
"1977-12-01"," 1.685629187"," 0.792214313","2.8826857","6.205785","5.162207"," 7.591776"
"1978-01-01"," 1.668844765"," 0.736553380","2.9511514","6.335146","5.254232"," 7.828408"
"1978-02-01"," 1.718909407"," 0.831653153","2.9553038","6.249438","5.232568"," 7.668180"
"1978-03-01"," 1.705315476"," 0.778391644","3.0280010","6.371157","5.309262"," 7.877824"
"1978-04-01"," 1.755250541"," 0.776444572","3.1744713","6.421546","5.288003"," 8.013627"
"1978-05-01"," 1.726514930"," 0.707101420","3.2686395","6.597954","5.428472"," 8.317953"
"1978-06-01"," 1.755155268"," 0.736158822","3.3206890","6.602405","5.424727"," 8.328669"
"1978-07-01"," 1.670148888"," 0.627575785","3.2838469","6.776932","5.594026"," 8.583013"
"1978-08-01"," 1.730698721"," 0.685027216","3.3959285","6.776451","5.587136"," 8.597812"
"1978-09-01"," 1.697720977"," 0.620527582","3.4178065","6.899824","5.696985"," 8.800830"
"1978-10-01"," 1.709759893"," 0.570308891","3.5892889","7.043328","5.760154"," 9.096458"
"1978-11-01"," 1.649052178"," 0.480482784","3.5951556","7.189117","5.904954"," 9.344907"
"1978-12-01"," 1.665371044"," 0.573776716","3.4505116","7.023492","5.845868"," 9.006031"
"1979-01-01"," 1.710587861"," 0.654124977","3.4477223","6.933498","5.789983"," 8.838991"
"1979-02-01"," 1.746400027"," 0.756505222","3.3586710","6.764595","5.711960"," 8.512664"
"1979-03-01"," 1.782912834"," 0.771282606","3.4528782","6.782535","5.694381"," 8.557392"
"1979-04-01"," 1.762419789"," 0.620175969","3.6841589","7.076096","5.809847"," 9.138173"
"1979-05-01"," 1.757074739"," 0.488772535","3.9054432","7.345313","5.921710"," 9.658752"
"1979-06-01"," 1.755002425"," 0.538128002","3.8224209","7.261395","5.892422"," 9.476012"
"1979-07-01"," 1.738187918"," 0.545734288","3.7525354","7.238290","5.912908"," 9.398123"
"1979-08-01"," 1.600527866"," 0.298023223","3.8082527","7.581804","6.171482","10.016424"
"1979-09-01"," 1.599634723"," 0.254822674","3.8785426","7.671716","6.225946","10.165563"
"1979-10-01"," 1.327441961","-0.377993925","4.1850652","8.561365","6.769848","11.924388"
"1979-11-01"," 1.513127092"," 0.100655893","3.9182270","7.898419","6.386831","10.591344"
"1979-12-01"," 1.442288299","-0.095654528","4.0444305","8.176850","6.547309","11.124437"
"1980-01-01"," 1.420416207","-0.087330725","3.9553786","8.147438","6.526501","11.034658"
"1980-02-01"," 1.374010351","-0.269560365","4.1507815","8.478572","6.700617","11.639607"
"1980-03-01"," 1.075311364","-1.072489290","4.6581406","9.628521","7.337848","13.884868"
"1980-04-01"," 1.062908342","-0.919102474","4.2276467","9.194548","7.133655","13.043185"
"1980-05-01"," 1.766231325"," 0.605170537","3.3101168","6.557840","5.221048"," 8.404918"
"1980-06-01"," 1.728680672"," 0.553018295","3.3602764","6.774773","5.488391"," 8.625740"
"1980-07-01"," 1.680280412"," 0.480209163","3.4075390","6.961371","5.694263"," 8.833572"
"1980-08-01"," 1.663903562"," 0.426700102","3.5646643","7.248359","5.993538"," 9.204260"
"1980-09-01"," 1.663521075"," 0.265586014","3.9527367","7.690315","6.258075"," 9.971032"
"1980-10-01"," 1.548500814","-0.055485152","4.2370025","8.271188","6.643542","10.964532"
"1980-11-01"," 1.334620692","-0.604405315","4.5807149","9.102682","7.159860","12.511089"
"1980-12-01"," 1.216241799","-0.918380047","4.8139417","9.536884","7.368842","13.392974"
"1981-01-01"," 1.223472074","-0.767442102","4.5282788","9.230289","7.232549","12.744744"
"1981-02-01"," 1.582958620"," 0.206971673","3.7844250","7.726821","6.333512"," 9.961816"
"1981-03-01"," 1.615314350"," 0.323284517","3.6647810","7.541961","6.250238"," 9.607752"
"1981-04-01"," 1.492718839","-0.027454426","4.0053513","8.181160","6.674677","10.747811"
"1981-05-01"," 1.226355598","-0.736709763","4.4368456","9.151244","7.212445","12.565483"
"1981-06-01"," 1.242681700","-0.612682665","4.2695225","8.916310","7.083310","12.133162"
"1981-07-01"," 1.328218476","-0.358566223","4.0803499","8.596235","6.919718","11.516564"
"1981-08-01"," 1.357509961","-0.157243896","3.7304426","8.203955","6.713869","10.732597"
"1981-09-01"," 1.432164960"," 0.094404729","3.4369536","7.739145","6.432424"," 9.855559"
"1981-10-01"," 1.349103717","-0.061632858","3.4407731","7.925045","6.554869","10.171053"
"1981-11-01"," 1.372751536"," 0.068414380","3.1827329","7.555958","6.329158"," 9.492476"
"1981-12-01"," 1.390289456"," 0.117210578","3.1151823","7.431061","6.272640"," 9.269414"
"1982-01-01"," 1.311238963","-0.160151293","3.4498694","7.980204","6.639817","10.187591"
"1982-02-01"," 1.156968446","-0.595456499","3.7649889","8.564763","6.951999","11.318347"
"1982-03-01"," 1.215847049","-0.429482480","3.6089243","8.286445","6.788684","10.798297"
"1982-04-01"," 1.185754848","-0.509201373","3.6027181","8.311137","6.787327","10.856273"
"1982-05-01"," 1.233001226","-0.405915613","3.5674119","8.155352","6.708643","10.541136"
"1982-06-01"," 1.247140229","-0.421793098","3.6427752","8.192396","6.729802","10.581355"
"1982-07-01"," 1.354148077","-0.133387972","3.3995186","7.692882","6.443560"," 9.660416"
"1982-08-01"," 1.506766786"," 0.243750382","3.0730632","6.940892","5.940600"," 8.392459"
"1982-09-01"," 1.496701957"," 0.096054273","3.4333208","7.375716","6.270609"," 9.071712"
"1982-10-01"," 1.529528148"," 0.081429858","3.5326045","7.400505","6.295022"," 9.078067"
"1982-11-01"," 1.545861217"," 0.102828178","3.4984245","7.253984","6.195736"," 8.823423"
"1982-12-01"," 1.640885238"," 0.223251573","3.5676543","7.092086","6.100616"," 8.548190"
"1983-01-01"," 1.845780794"," 0.499364582","3.7833456","6.918874","6.010212"," 8.227720"
"1983-02-01"," 1.935143310"," 0.625361977","3.8486838","6.770657","5.916469"," 8.005038"
"1983-03-01"," 1.998550909"," 0.732595482","3.8662693","6.623487","5.817626"," 7.790977"
"1983-04-01"," 2.052159073"," 0.800571762","3.9304135","6.537317","5.759624"," 7.665613"
"1983-05-01"," 2.041888464"," 0.842292440","3.7932483","6.367215","5.635904"," 7.400113"
"1983-06-01"," 2.194129484"," 0.893825131","4.2909750","6.528132","5.738765"," 7.669626"
"1983-07-01"," 2.459101995"," 1.145880293","4.7387879","6.478745","5.679462"," 7.606537"
"1983-08-01"," 2.535668591"," 1.166482038","4.9533872","6.508132","5.684508"," 7.667328"
"1983-09-01"," 2.572920368"," 1.263787537","4.8960596","6.352574","5.566932"," 7.415908"
"1983-10-01"," 2.599091426"," 1.376291553","4.7804955","6.166109","5.436685"," 7.129829"
"1983-11-01"," 2.652559639"," 1.453642717","4.8400538","6.092255","5.380350"," 7.030171"
"1983-12-01"," 2.613621593"," 1.481060129","4.6701020","5.983332","5.308342"," 6.876565"
"1984-01-01"," 2.658368958"," 1.554436529","4.6839627","5.929946","5.270637"," 6.784022"
"1984-02-01"," 2.811776879"," 1.623204365","5.1292157","6.053919","5.331703"," 6.982564"
"1984-03-01"," 2.805604262"," 1.600185569","5.1460841","6.092532","5.372480"," 7.041982"
"1984-04-01"," 2.849684531"," 1.601900551","5.2436016","6.130277","5.392074"," 7.099199"
"1984-05-01"," 2.813654940"," 1.642160191","5.0734752","6.015852","5.317370"," 6.917202"
"1984-06-01"," 2.898659218"," 1.678827714","5.3636179","6.065557","5.330831"," 7.038001"
"1984-07-01"," 2.865572026"," 1.596205297","5.4260998","6.190862","5.431724"," 7.221674"
"1984-08-01"," 2.898169918"," 1.563987614","5.7024164","6.272837","5.468541"," 7.402491"
"1984-09-01"," 2.774699564"," 1.570321854","5.1998598","6.097954","5.373009"," 7.085745"
"1984-10-01"," 2.530389810"," 1.492836350","4.2957094","5.881812","5.287472"," 6.649586"
"1984-11-01"," 2.518366539"," 1.527620418","4.1257581","5.770797","5.211445"," 6.462505"
"1984-12-01"," 2.430421629"," 1.468160931","3.8248563","5.681552","5.154281"," 6.291993"
"1985-01-01"," 2.558511419"," 1.536043723","4.1277782","5.769842","5.205115"," 6.437001"
"1985-02-01"," 2.695854877"," 1.610674465","4.4392273","5.831670","5.230039"," 6.556127"
"1985-03-01"," 2.779576655"," 1.662705519","4.6923805","5.897949","5.265343"," 6.665879"
"1985-04-01"," 2.615349300"," 1.590523955","4.2425591","5.785376","5.220020"," 6.457835"
"1985-05-01"," 2.639946663"," 1.610833254","4.2519702","5.759339","5.196213"," 6.422983"
"1985-06-01"," 2.500463957"," 1.509084654","3.9258254","5.691186","5.164766"," 6.296676"
"1985-07-01"," 2.594064560"," 1.589410425","4.1566638","5.737142","5.195159"," 6.382610"
